id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,venue
832,2024,Kolkata,2022-04-11,Mumbai Indians,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,6,3,MA Chidambaram Stadium
833,2022,Mohali,2022-04-12,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,tie,0,Royal Challengers Bangalore,54,7,M Chinnaswamy Stadium
834,2023,Bangalore,2022-04-13,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,tie,0,Royal Challengers Bangalore,51,2,M Chinnaswamy Stadium
835,2023,Jaipur,2022-04-14,Mumbai Indians,Rajasthan Royals,Kolkata Knight Riders,field,normal,0,Royal Challengers Bangalore,11,3,M Chinnaswamy Stadium
836,2020,Chennai,2022-04-15,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,tie,0,Kolkata Knight Riders,46,6,Wankhede Stadium
837,2024,Bangalore,2022-04-16,Royal Challengers Bangalore,Punjab Kings,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,2,0,M Chinnaswamy Stadium
838,2024,Chennai,2022-04-17,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,tie,0,Royal Challengers Bangalore,0,7,MA Chidambaram Stadium
839,2023,Mohali,2022-04-18,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,tie,0,Chennai Super Kings,44,8,Eden Gardens
840,2024,Mohali,2022-04-19,Kolkata Knight Riders,Punjab Kings,Royal Challengers Bangalore,field,tie,0,Mumbai Indians,53,2,MA Chidambaram Stadium
841,2022,Delhi,2022-04-20,Chennai Super Kings,Rajasthan Royals,Kolkata Knight Riders,field,tie,0,Royal Challengers Bangalore,72,2,M Chinnaswamy Stadium
842,2020,Jaipur,2022-04-21,Mumbai Indians,Sunrisers Hyderabad,Kolkata Knight Riders,field,tie,0,Mumbai Indians,60,1,Eden Gardens
843,2022,Bangalore,2022-04-22,Royal Challengers Bangalore,Punjab Kings,Mumbai Indians,bat,normal,1,Kolkata Knight Riders,3,6,MA Chidambaram Stadium
844,2023,Delhi,2022-04-23,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,28,2,MA Chidambaram Stadium
845,2020,Delhi,2022-04-24,Mumbai Indians,Rajasthan Royals,Royal Challengers Bangalore,field,tie,0,Royal Challengers Bangalore,89,4,M Chinnaswamy Stadium
846,2024,Mohali,2022-04-25,Kolkata Knight Riders,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,1,Chennai Super Kings,34,5,Wankhede Stadium
847,2021,Mohali,2022-04-26,Mumbai Indians,Punjab Kings,Chennai Super Kings,field,tie,0,Mumbai Indians,4,2,M Chinnaswamy Stadium
848,2024,Mumbai,2022-04-27,Chennai Super Kings,Punjab Kings,Mumbai Indians,bat,normal,0,Kolkata Knight Riders,0,1,Wankhede Stadium
849,2024,Kolkata,2022-04-28,Royal Challengers Bangalore,Rajasthan Royals,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,49,0,Eden Gardens
850,2020,Kolkata,2022-04-29,Mumbai Indians,Delhi Capitals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,90,8,Eden Gardens
851,2024,Hyderabad,2022-04-30,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,20,4,Wankhede Stadium
852,2023,Mohali,2022-05-01,Kolkata Knight Riders,Punjab Kings,Chennai Super Kings,field,normal,0,Kolkata Knight Riders,43,5,Wankhede Stadium
853,2024,Mohali,2022-05-02,Chennai Super Kings,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,86,4,Wankhede Stadium
854,2024,Hyderabad,2022-05-03,Royal Challengers Bangalore,Sunrisers Hyderabad,Kolkata Knight Riders,bat,tie,0,Chennai Super Kings,93,7,MA Chidambaram Stadium
855,2022,Mohali,2022-05-04,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,tie,0,Chennai Super Kings,40,9,Eden Gardens
856,2023,Kolkata,2022-05-05,Chennai Super Kings,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Mumbai Indians,56,7,M Chinnaswamy Stadium
857,2022,Delhi,2022-05-06,Chennai Super Kings,Delhi Capitals,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,71,8,Eden Gardens
858,2024,Delhi,2022-05-07,Royal Challengers Bangalore,Sunrisers Hyderabad,Chennai Super Kings,bat,tie,0,Royal Challengers Bangalore,56,4,MA Chidambaram Stadium
859,2023,Bangalore,2022-05-08,Kolkata Knight Riders,Punjab Kings,Chennai Super Kings,field,normal,0,Kolkata Knight Riders,48,4,Wankhede Stadium
860,2023,Mohali,2022-05-09,Chennai Super Kings,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Mumbai Indians,40,6,MA Chidambaram Stadium
861,2023,Mohali,2022-05-10,Mumbai Indians,Punjab Kings,Royal Challengers Bangalore,field,tie,0,Kolkata Knight Riders,92,2,Wankhede Stadium
862,2021,Delhi,2022-05-11,Royal Challengers Bangalore,Sunrisers Hyderabad,Kolkata Knight Riders,bat,tie,0,Chennai Super Kings,16,9,M Chinnaswamy Stadium
863,2020,Delhi,2022-05-12,Chennai Super Kings,Punjab Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,52,9,MA Chidambaram Stadium
864,2021,Jaipur,2022-05-13,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,tie,0,Chennai Super Kings,99,8,Wankhede Stadium
865,2022,Kolkata,2022-05-14,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,tie,0,Mumbai Indians,41,4,Eden Gardens
866,2020,Kolkata,2022-05-15,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,tie,0,Mumbai Indians,14,8,Wankhede Stadium
867,2021,Kolkata,2022-05-16,Kolkata Knight Riders,Rajasthan Royals,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,12,5,MA Chidambaram Stadium
868,2022,Bangalore,2022-05-17,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,68,8,Wankhede Stadium
869,2022,Mohali,2022-05-18,Chennai Super Kings,Rajasthan Royals,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,31,5,Eden Gardens
870,2024,Chennai,2022-05-19,Chennai Super Kings,Sunrisers Hyderabad,Royal Challengers Bangalore,field,tie,0,Kolkata Knight Riders,44,5,Eden Gardens
871,2022,Kolkata,2022-05-20,Chennai Super Kings,Rajasthan Royals,Royal Challengers Bangalore,bat,tie,0,Mumbai Indians,29,7,Eden Gardens
872,2020,Jaipur,2022-05-21,Royal Challengers Bangalore,Punjab Kings,Mumbai Indians,bat,normal,1,Mumbai Indians,24,8,MA Chidambaram Stadium
873,2023,Bangalore,2022-05-22,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,tie,0,Chennai Super Kings,32,1,Eden Gardens
874,2021,Chennai,2022-05-23,Kolkata Knight Riders,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,1,Kolkata Knight Riders,62,4,M Chinnaswamy Stadium
875,2020,Chennai,2022-05-24,Royal Challengers Bangalore,Rajasthan Royals,Mumbai Indians,bat,tie,0,Mumbai Indians,3,1,Eden Gardens
876,2023,Bangalore,2022-05-25,Mumbai Indians,Punjab Kings,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,54,2,MA Chidambaram Stadium
877,2022,Chennai,2022-05-26,Mumbai Indians,Sunrisers Hyderabad,Kolkata Knight Riders,field,tie,0,Mumbai Indians,2,6,Eden Gardens
878,2021,Mumbai,2022-05-27,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,0,Chennai Super Kings,15,0,Wankhede Stadium
879,2024,Hyderabad,2022-05-28,Kolkata Knight Riders,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,0,4,MA Chidambaram Stadium
880,2023,Hyderabad,2022-05-29,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,41,2,MA Chidambaram Stadium
881,2020,Mumbai,2022-05-30,Kolkata Knight Riders,Delhi Capitals,Mumbai Indians,field,normal,0,Chennai Super Kings,46,4,Eden Gardens
882,2023,Jaipur,2022-05-31,Chennai Super Kings,Rajasthan Royals,Mumbai Indians,bat,normal,1,Mumbai Indians,80,1,M Chinnaswamy Stadium
883,2022,Chennai,2022-06-01,Royal Challengers Bangalore,Delhi Capitals,Chennai Super Kings,bat,tie,0,Mumbai Indians,74,3,M Chinnaswamy Stadium
884,2024,Kolkata,2022-06-02,Royal Challengers Bangalore,Delhi Capitals,Kolkata Knight Riders,field,normal,1,Chennai Super Kings,72,1,Wankhede Stadium
885,2024,Delhi,2022-06-03,Kolkata Knight Riders,Rajasthan Royals,Chennai Super Kings,field,tie,0,Kolkata Knight Riders,99,1,MA Chidambaram Stadium
886,2021,Kolkata,2022-06-04,Kolkata Knight Riders,Punjab Kings,Chennai Super Kings,bat,tie,0,Royal Challengers Bangalore,15,9,Eden Gardens
887,2021,Kolkata,2022-06-05,Chennai Super Kings,Punjab Kings,Kolkata Knight Riders,field,tie,0,Chennai Super Kings,95,3,MA Chidambaram Stadium
888,2021,Delhi,2022-06-06,Kolkata Knight Riders,Rajasthan Royals,Mumbai Indians,field,tie,0,Kolkata Knight Riders,53,6,Eden Gardens
889,2020,Chennai,2022-06-07,Royal Challengers Bangalore,Punjab Kings,Kolkata Knight Riders,field,tie,0,Mumbai Indians,90,9,MA Chidambaram Stadium
890,2023,Hyderabad,2022-06-08,Chennai Super Kings,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,4,1,Wankhede Stadium
891,2024,Delhi,2022-06-09,Kolkata Knight Riders,Rajasthan Royals,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,95,2,Eden Gardens
892,2024,Kolkata,2022-06-10,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,96,6,Eden Gardens
893,2023,Mumbai,2022-06-11,Kolkata Knight Riders,Sunrisers Hyderabad,Chennai Super Kings,bat,tie,0,Chennai Super Kings,82,9,M Chinnaswamy Stadium
894,2023,Mohali,2022-06-12,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,tie,0,Chennai Super Kings,68,7,Wankhede Stadium
895,2023,Delhi,2022-06-13,Mumbai Indians,Rajasthan Royals,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,63,9,MA Chidambaram Stadium
896,2024,Mohali,2022-06-14,Chennai Super Kings,Rajasthan Royals,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,56,5,M Chinnaswamy Stadium
897,2020,Chennai,2022-06-15,Chennai Super Kings,Rajasthan Royals,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,63,9,Eden Gardens
898,2023,Jaipur,2022-06-16,Kolkata Knight Riders,Rajasthan Royals,Chennai Super Kings,field,tie,0,Royal Challengers Bangalore,20,6,MA Chidambaram Stadium
899,2022,Mohali,2022-06-17,Mumbai Indians,Sunrisers Hyderabad,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,69,9,Wankhede Stadium
900,2020,Hyderabad,2022-06-18,Royal Challengers Bangalore,Rajasthan Royals,Kolkata Knight Riders,bat,tie,0,Kolkata Knight Riders,82,3,Wankhede Stadium
901,2020,Kolkata,2022-06-19,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,normal,1,Chennai Super Kings,38,5,Wankhede Stadium
902,2020,Jaipur,2022-06-20,Mumbai Indians,Punjab Kings,Chennai Super Kings,field,tie,0,Royal Challengers Bangalore,4,8,M Chinnaswamy Stadium
903,2024,Mumbai,2022-06-21,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,tie,0,Mumbai Indians,40,3,MA Chidambaram Stadium
904,2024,Bangalore,2022-06-22,Chennai Super Kings,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,69,9,Wankhede Stadium
905,2020,Bangalore,2022-06-23,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,tie,0,Kolkata Knight Riders,5,6,MA Chidambaram Stadium
906,2024,Bangalore,2022-06-24,Chennai Super Kings,Delhi Capitals,Mumbai Indians,field,normal,0,Chennai Super Kings,18,9,Wankhede Stadium
907,2020,Delhi,2022-06-25,Kolkata Knight Riders,Rajasthan Royals,Royal Challengers Bangalore,field,normal,1,Mumbai Indians,53,0,MA Chidambaram Stadium
908,2023,Jaipur,2022-06-26,Royal Challengers Bangalore,Delhi Capitals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,42,2,Eden Gardens
909,2022,Bangalore,2022-06-27,Mumbai Indians,Punjab Kings,Royal Challengers Bangalore,field,tie,0,Chennai Super Kings,78,9,MA Chidambaram Stadium
910,2024,Chennai,2022-06-28,Kolkata Knight Riders,Delhi Capitals,Chennai Super Kings,bat,tie,0,Royal Challengers Bangalore,5,6,MA Chidambaram Stadium
911,2024,Delhi,2022-06-29,Kolkata Knight Riders,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,1,Royal Challengers Bangalore,36,0,Eden Gardens
912,2024,Chennai,2022-06-30,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,normal,1,Kolkata Knight Riders,44,9,Wankhede Stadium
913,2024,Delhi,2022-07-01,Royal Challengers Bangalore,Rajasthan Royals,Chennai Super Kings,field,tie,0,Kolkata Knight Riders,27,5,Eden Gardens
914,2022,Hyderabad,2022-07-02,Royal Challengers Bangalore,Rajasthan Royals,Chennai Super Kings,field,normal,1,Mumbai Indians,76,4,Wankhede Stadium
915,2024,Chennai,2022-07-03,Kolkata Knight Riders,Punjab Kings,Royal Challengers Bangalore,bat,tie,0,Chennai Super Kings,55,8,Eden Gardens
916,2021,Delhi,2022-07-04,Kolkata Knight Riders,Delhi Capitals,Royal Challengers Bangalore,field,tie,0,Mumbai Indians,92,6,Eden Gardens
917,2020,Kolkata,2022-07-05,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,97,5,MA Chidambaram Stadium
918,2021,Kolkata,2022-07-06,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,normal,0,Kolkata Knight Riders,63,2,MA Chidambaram Stadium
919,2021,Chennai,2022-07-07,Mumbai Indians,Sunrisers Hyderabad,Kolkata Knight Riders,field,tie,0,Kolkata Knight Riders,4,2,Wankhede Stadium
920,2022,Mumbai,2022-07-08,Mumbai Indians,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,59,9,Wankhede Stadium
921,2023,Jaipur,2022-07-09,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,tie,0,Chennai Super Kings,99,3,Wankhede Stadium
922,2022,Bangalore,2022-07-10,Kolkata Knight Riders,Rajasthan Royals,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,28,9,MA Chidambaram Stadium
923,2024,Delhi,2022-07-11,Chennai Super Kings,Rajasthan Royals,Kolkata Knight Riders,field,tie,0,Royal Challengers Bangalore,71,6,Wankhede Stadium
924,2024,Delhi,2022-07-12,Mumbai Indians,Rajasthan Royals,Royal Challengers Bangalore,field,tie,0,Mumbai Indians,11,4,MA Chidambaram Stadium
925,2024,Hyderabad,2022-07-13,Royal Challengers Bangalore,Punjab Kings,Kolkata Knight Riders,field,tie,1,Royal Challengers Bangalore,73,6,MA Chidambaram Stadium
926,2023,Kolkata,2022-07-14,Mumbai Indians,Delhi Capitals,Chennai Super Kings,field,tie,0,Royal Challengers Bangalore,44,8,MA Chidambaram Stadium
927,2022,Hyderabad,2022-07-15,Mumbai Indians,Punjab Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,46,9,Wankhede Stadium
928,2023,Kolkata,2022-07-16,Kolkata Knight Riders,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,69,0,Eden Gardens
929,2022,Mumbai,2022-07-17,Royal Challengers Bangalore,Rajasthan Royals,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,53,1,MA Chidambaram Stadium
930,2024,Chennai,2022-07-18,Chennai Super Kings,Rajasthan Royals,Mumbai Indians,field,normal,0,Mumbai Indians,79,7,MA Chidambaram Stadium
931,2021,Bangalore,2022-07-19,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,tie,0,Mumbai Indians,8,8,M Chinnaswamy Stadium
932,2021,Bangalore,2022-07-20,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,96,6,Wankhede Stadium
933,2022,Bangalore,2022-07-21,Kolkata Knight Riders,Rajasthan Royals,Chennai Super Kings,bat,normal,1,Chennai Super Kings,67,5,Eden Gardens
934,2021,Delhi,2022-07-22,Chennai Super Kings,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Mumbai Indians,69,7,MA Chidambaram Stadium
935,2023,Hyderabad,2022-07-23,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,tie,0,Kolkata Knight Riders,47,4,M Chinnaswamy Stadium
936,2022,Chennai,2022-07-24,Mumbai Indians,Delhi Capitals,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,39,6,MA Chidambaram Stadium
937,2024,Hyderabad,2022-07-25,Mumbai Indians,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Mumbai Indians,42,0,Wankhede Stadium
938,2023,Bangalore,2022-07-26,Mumbai Indians,Rajasthan Royals,Chennai Super Kings,bat,tie,0,Mumbai Indians,38,3,M Chinnaswamy Stadium
939,2024,Mumbai,2022-07-27,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,tie,1,Royal Challengers Bangalore,93,0,Eden Gardens
940,2021,Delhi,2022-07-28,Kolkata Knight Riders,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Chennai Super Kings,63,2,Wankhede Stadium
941,2022,Jaipur,2022-07-29,Chennai Super Kings,Punjab Kings,Kolkata Knight Riders,field,normal,1,Royal Challengers Bangalore,56,9,Wankhede Stadium
942,2021,Chennai,2022-07-30,Mumbai Indians,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Mumbai Indians,31,6,MA Chidambaram Stadium
943,2023,Jaipur,2022-07-31,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,76,7,Eden Gardens
944,2022,Delhi,2022-08-01,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,35,8,Eden Gardens
945,2023,Mohali,2022-08-02,Royal Challengers Bangalore,Rajasthan Royals,Chennai Super Kings,field,tie,0,Kolkata Knight Riders,33,1,MA Chidambaram Stadium
946,2023,Delhi,2022-08-03,Mumbai Indians,Delhi Capitals,Royal Challengers Bangalore,bat,tie,0,Royal Challengers Bangalore,12,6,M Chinnaswamy Stadium
947,2020,Mumbai,2022-08-04,Royal Challengers Bangalore,Punjab Kings,Mumbai Indians,field,normal,1,Mumbai Indians,29,1,Eden Gardens
948,2022,Bangalore,2022-08-05,Mumbai Indians,Delhi Capitals,Kolkata Knight Riders,bat,tie,0,Mumbai Indians,87,2,M Chinnaswamy Stadium
949,2021,Mumbai,2022-08-06,Royal Challengers Bangalore,Rajasthan Royals,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,56,3,Eden Gardens
950,2020,Chennai,2022-08-07,Chennai Super Kings,Punjab Kings,Mumbai Indians,bat,tie,0,Royal Challengers Bangalore,24,6,Eden Gardens
951,2022,Chennai,2022-08-08,Kolkata Knight Riders,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,8,6,Wankhede Stadium
952,2021,Chennai,2022-08-09,Mumbai Indians,Punjab Kings,Chennai Super Kings,field,tie,0,Chennai Super Kings,75,7,Wankhede Stadium
953,2021,Jaipur,2022-08-10,Mumbai Indians,Rajasthan Royals,Chennai Super Kings,field,tie,1,Mumbai Indians,58,9,M Chinnaswamy Stadium
954,2024,Chennai,2022-08-11,Chennai Super Kings,Punjab Kings,Mumbai Indians,bat,normal,0,Kolkata Knight Riders,86,8,Eden Gardens
955,2021,Mohali,2022-08-12,Royal Challengers Bangalore,Delhi Capitals,Kolkata Knight Riders,field,tie,0,Chennai Super Kings,69,5,MA Chidambaram Stadium
956,2024,Chennai,2022-08-13,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,12,3,Eden Gardens
957,2023,Chennai,2022-08-14,Chennai Super Kings,Sunrisers Hyderabad,Kolkata Knight Riders,bat,tie,0,Mumbai Indians,99,9,Eden Gardens
958,2021,Jaipur,2022-08-15,Royal Challengers Bangalore,Delhi Capitals,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,58,5,MA Chidambaram Stadium
959,2022,Hyderabad,2022-08-16,Mumbai Indians,Delhi Capitals,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,51,8,Wankhede Stadium
960,2023,Mohali,2022-08-17,Royal Challengers Bangalore,Delhi Capitals,Kolkata Knight Riders,field,tie,0,Royal Challengers Bangalore,59,5,MA Chidambaram Stadium
961,2023,Kolkata,2022-08-18,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,18,8,Eden Gardens
962,2023,Chennai,2022-08-19,Mumbai Indians,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,33,1,Wankhede Stadium
963,2024,Mohali,2022-08-20,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,48,5,Wankhede Stadium
964,2022,Delhi,2022-08-21,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,tie,0,Royal Challengers Bangalore,61,2,Eden Gardens
965,2022,Mohali,2022-08-22,Royal Challengers Bangalore,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,88,4,Wankhede Stadium
966,2022,Jaipur,2022-08-23,Chennai Super Kings,Sunrisers Hyderabad,Mumbai Indians,field,tie,0,Kolkata Knight Riders,29,5,Wankhede Stadium
967,2021,Kolkata,2022-08-24,Chennai Super Kings,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,92,8,M Chinnaswamy Stadium
968,2020,Delhi,2022-08-25,Royal Challengers Bangalore,Sunrisers Hyderabad,Kolkata Knight Riders,field,tie,0,Chennai Super Kings,7,7,MA Chidambaram Stadium
969,2022,Mohali,2022-08-26,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,tie,0,Chennai Super Kings,94,4,MA Chidambaram Stadium
970,2020,Mohali,2022-08-27,Chennai Super Kings,Punjab Kings,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,87,1,Eden Gardens
971,2024,Bangalore,2022-08-28,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,50,1,MA Chidambaram Stadium
972,2021,Chennai,2022-08-29,Chennai Super Kings,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,81,5,M Chinnaswamy Stadium
973,2020,Kolkata,2022-08-30,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,9,9,MA Chidambaram Stadium
974,2024,Kolkata,2022-08-31,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,tie,0,Chennai Super Kings,0,0,Wankhede Stadium
975,2024,Jaipur,2022-09-01,Kolkata Knight Riders,Rajasthan Royals,Mumbai Indians,bat,tie,1,Kolkata Knight Riders,21,2,MA Chidambaram Stadium
976,2020,Jaipur,2022-09-02,Chennai Super Kings,Sunrisers Hyderabad,Mumbai Indians,field,tie,1,Chennai Super Kings,46,2,M Chinnaswamy Stadium
977,2021,Bangalore,2022-09-03,Chennai Super Kings,Punjab Kings,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,27,6,Wankhede Stadium
978,2021,Delhi,2022-09-04,Chennai Super Kings,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,64,1,Wankhede Stadium
979,2022,Kolkata,2022-09-05,Kolkata Knight Riders,Delhi Capitals,Mumbai Indians,field,normal,1,Kolkata Knight Riders,63,8,Eden Gardens
980,2022,Jaipur,2022-09-06,Kolkata Knight Riders,Sunrisers Hyderabad,Chennai Super Kings,field,normal,0,Mumbai Indians,70,2,MA Chidambaram Stadium
981,2024,Jaipur,2022-09-07,Mumbai Indians,Punjab Kings,Chennai Super Kings,field,tie,0,Chennai Super Kings,98,5,M Chinnaswamy Stadium
982,2023,Mumbai,2022-09-08,Chennai Super Kings,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Kolkata Knight Riders,46,6,Wankhede Stadium
983,2021,Delhi,2022-09-09,Royal Challengers Bangalore,Rajasthan Royals,Mumbai Indians,field,normal,0,Chennai Super Kings,49,4,M Chinnaswamy Stadium
984,2023,Kolkata,2022-09-10,Mumbai Indians,Delhi Capitals,Kolkata Knight Riders,field,tie,1,Kolkata Knight Riders,54,9,M Chinnaswamy Stadium
985,2024,Delhi,2022-09-11,Chennai Super Kings,Rajasthan Royals,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,89,6,MA Chidambaram Stadium
986,2023,Hyderabad,2022-09-12,Chennai Super Kings,Rajasthan Royals,Royal Challengers Bangalore,field,tie,0,Kolkata Knight Riders,7,6,Wankhede Stadium
987,2022,Jaipur,2022-09-13,Kolkata Knight Riders,Delhi Capitals,Mumbai Indians,field,normal,0,Chennai Super Kings,15,5,MA Chidambaram Stadium
988,2022,Chennai,2022-09-14,Chennai Super Kings,Rajasthan Royals,Kolkata Knight Riders,field,tie,0,Kolkata Knight Riders,47,4,M Chinnaswamy Stadium
989,2023,Hyderabad,2022-09-15,Royal Challengers Bangalore,Punjab Kings,Mumbai Indians,field,normal,0,Mumbai Indians,57,6,MA Chidambaram Stadium
990,2022,Jaipur,2022-09-16,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,tie,1,Kolkata Knight Riders,59,9,Wankhede Stadium
991,2020,Hyderabad,2022-09-17,Kolkata Knight Riders,Sunrisers Hyderabad,Mumbai Indians,field,normal,0,Kolkata Knight Riders,2,0,MA Chidambaram Stadium
992,2021,Jaipur,2022-09-18,Royal Challengers Bangalore,Sunrisers Hyderabad,Kolkata Knight Riders,field,tie,0,Chennai Super Kings,70,9,M Chinnaswamy Stadium
993,2021,Bangalore,2022-09-19,Royal Challengers Bangalore,Sunrisers Hyderabad,Chennai Super Kings,field,tie,1,Kolkata Knight Riders,91,4,M Chinnaswamy Stadium
994,2023,Bangalore,2022-09-20,Chennai Super Kings,Punjab Kings,Kolkata Knight Riders,bat,tie,0,Chennai Super Kings,33,8,MA Chidambaram Stadium
995,2024,Kolkata,2022-09-21,Chennai Super Kings,Rajasthan Royals,Mumbai Indians,field,normal,0,Chennai Super Kings,34,9,Wankhede Stadium
996,2024,Bangalore,2022-09-22,Royal Challengers Bangalore,Rajasthan Royals,Kolkata Knight Riders,bat,tie,0,Kolkata Knight Riders,90,1,Eden Gardens
997,2020,Bangalore,2022-09-23,Mumbai Indians,Punjab Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,2,6,M Chinnaswamy Stadium
998,2020,Mohali,2022-09-24,Kolkata Knight Riders,Rajasthan Royals,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,78,4,MA Chidambaram Stadium
